
Date
Price
Open
High
Low
Volume
Chg%
Mar 02, 2021	260.29	261.82	263.10	259.91	3.74M	-0.51%
Mar 01, 2021	261.62	258.80	262.45	258.69	4.53M	1.27%
Feb 26, 2021	258.34	257.77	260.24	256.11	7.87M	1.21%
Feb 25, 2021	255.25	260.02	260.90	254.78	6.55M	-1.82%
Feb 24, 2021	259.97	263.23	266.99	254.03	14.51M	-2.72%
Feb 23, 2021	267.24	268.00	268.88	257.76	12.11M	-3.12%
Feb 22, 2021	275.85	278.00	278.32	273.63	4.00M	-1.36%
Feb 19, 2021	279.64	282.87	283.91	279.44	4.08M	-1.20%
Feb 18, 2021	283.05	280.62	284.68	279.92	3.53M	0.76%
Feb 17, 2021	280.92	275.54	281.79	275.40	3.53M	2.01%
Feb 16, 2021	275.39	277.01	278.63	274.88	2.87M	-0.76%
Feb 12, 2021	277.51	277.12	278.71	276.58	2.39M	0.16%
Feb 11, 2021	277.06	277.93	280.25	276.01	2.59M	-0.58%
Feb 10, 2021	278.69	278.03	278.93	276.25	2.40M	0.69%
Feb 09, 2021	276.77	279.66	280.20	276.62	2.48M	-1.16%
Feb 08, 2021	280.03	279.69	280.42	276.89	3.44M	0.42%
Feb 05, 2021	278.86	280.29	281.76	277.81	2.39M	0.01%
Feb 04, 2021	278.82	274.50	279.40	274.39	2.98M	1.70%
Feb 03, 2021	274.17	271.88	275.72	270.74	2.80M	0.74%
Feb 02, 2021	272.16	271.75	275.67	270.41	4.11M	0.77%
Feb 01, 2021	270.07	271.45	272.42	267.30	3.71M	-0.28%
Jan 29, 2021	270.82	275.81	277.06	270.03	4.08M	-2.60%
Jan 28, 2021	278.05	275.69	282.96	275.29	3.46M	1.46%
Jan 27, 2021	274.05	280.00	280.55	273.16	4.34M	-3.03%
Jan 26, 2021	282.60	285.48	285.54	281.69	2.47M	-0.87%
Jan 25, 2021	285.08	283.85	285.68	281.50	4.03M	0.38%
Jan 22, 2021	284.00	279.26	285.08	277.87	4.50M	1.77%
Jan 21, 2021	279.05	276.22	280.70	275.67	4.40M	1.73%
Jan 20, 2021	274.30	273.25	277.21	271.50	3.50M	0.41%
Jan 19, 2021	273.19	277.69	278.00	273.04	3.62M	-0.87%
Jan 15, 2021	275.59	268.63	276.39	268.00	5.13M	2.70%
Jan 14, 2021	268.34	274.45	274.45	267.73	4.64M	-2.08%
Jan 13, 2021	274.05	278.00	280.46	273.98	3.92M	-0.83%
Jan 12, 2021	276.33	271.05	277.89	270.80	4.03M	1.88%
Jan 11, 2021	271.23	267.78	273.30	267.46	3.77M	0.80%
Jan 08, 2021	269.09	267.35	270.73	267.00	3.76M	1.06%
Jan 07, 2021	266.26	266.95	268.74	266.22	3.83M	-0.49%
Jan 06, 2021	267.57	263.81	269.76	262.00	3.95M	0.57%
Jan 05, 2021	266.05	262.88	266.51	262.30	3.82M	0.81%
Jan 04, 2021	263.92	265.65	266.29	261.06	5.00M	-0.64%
Dec 31, 2020	265.62	265.57	265.95	263.58	2.61M	0.14%
Dec 30, 2020	265.26	266.09	267.26	264.94	2.51M	-0.35%
Dec 29, 2020	266.19	269.98	270.42	265.08	2.57M	-1.14%
Dec 28, 2020	269.25	272.02	272.03	269.25	2.63M	-0.62%
Dec 24, 2020	270.92	269.44	271.36	269.40	1.09M	0.41%
Dec 23, 2020	269.81	270.60	270.79	268.22	2.34M	-0.09%
Dec 22, 2020	270.04	270.49	271.32	268.52	3.14M	-0.35%
Dec 21, 2020	270.99	268.00	271.91	266.00	4.34M	0.20%
Dec 18, 2020	270.45	274.59	275.74	270.30	9.82M	-1.28%
Dec 17, 2020	273.97	272.16	274.32	271.39	4.25M	1.62%
Dec 16, 2020	269.59	268.79	270.74	267.55	4.67M	0.60%
Dec 15, 2020	267.98	267.54	268.76	266.22	3.76M	0.90%
Dec 14, 2020	265.58	266.17	268.58	265.32	4.58M	0.39%
Dec 11, 2020	264.55	263.36	265.36	262.65	3.45M	-0.10%
Dec 10, 2020	264.81	264.21	266.07	262.19	4.23M	-0.29%
Dec 09, 2020	265.58	264.50	265.77	262.28	4.55M	1.47%
Dec 08, 2020	261.72	262.20	262.44	258.74	5.34M	-0.35%
Dec 07, 2020	262.64	263.75	264.47	261.00	6.38M	-0.51%
Dec 04, 2020	263.99	267.47	268.73	262.82	7.73M	-1.55%
Dec 03, 2020	268.14	270.51	271.93	267.14	4.17M	-1.09%
Dec 02, 2020	271.10	273.50	273.79	269.57	4.17M	-1.99%
Dec 01, 2020	276.60	278.73	278.95	275.55	3.79M	-0.29%
Nov 30, 2020	277.41	275.41	277.60	272.02	4.62M	0.51%
Nov 27, 2020	275.99	275.24	276.58	274.36	1.63M	0.74%
Nov 25, 2020	273.96	273.64	274.74	271.25	3.00M	0.24%
Nov 24, 2020	273.31	273.62	275.53	272.58	4.78M	0.70%
Nov 23, 2020	271.40	270.16	273.67	269.65	3.29M	0.59%
Nov 20, 2020	269.81	271.45	272.37	268.87	4.11M	-0.41%
Nov 19, 2020	270.93	269.83	272.38	268.82	3.93M	0.41%
Nov 18, 2020	269.83	270.96	275.35	269.07	5.12M	-0.97%
Nov 17, 2020	272.47	272.03	273.19	269.50	8.53M	-2.54%
Nov 16, 2020	279.57	278.27	281.27	276.46	5.36M	0.87%
Nov 13, 2020	277.17	276.42	279.73	275.26	3.94M	0.34%
Nov 12, 2020	276.24	281.55	281.76	273.90	3.82M	-0.54%
Nov 11, 2020	277.75	277.40	281.62	276.35	2.99M	0.79%
Nov 10, 2020	275.57	272.11	275.71	269.30	4.83M	2.07%
Nov 09, 2020	269.97	288.42	288.42	269.49	7.86M	-5.02%
Nov 06, 2020	284.24	286.73	286.78	282.85	2.84M	-0.56%
Nov 05, 2020	285.85	287.46	288.96	284.14	2.52M	1.11%
Nov 04, 2020	282.72	277.59	287.04	277.59	3.53M	1.93%
Nov 03, 2020	277.37	274.37	279.50	273.90	3.04M	2.45%
Nov 02, 2020	270.74	270.01	274.75	268.60	2.96M	1.51%
Oct 30, 2020	266.71	268.82	269.62	262.03	3.87M	-1.08%
Oct 29, 2020	269.63	269.69	273.70	267.31	2.87M	-0.03%
Oct 28, 2020	269.72	270.11	273.53	268.75	3.26M	-2.57%
Oct 27, 2020	276.84	277.21	279.62	276.17	3.01M	0.29%
Oct 26, 2020	276.04	280.22	281.31	272.00	2.91M	-2.46%
Oct 23, 2020	283.00	282.38	283.19	279.55	1.75M	0.65%
Oct 22, 2020	281.16	284.00	285.46	280.73	2.79M	-1.18%
Oct 21, 2020	284.51	285.70	287.92	283.30	2.30M	-0.53%
Oct 20, 2020	286.04	285.40	289.79	284.13	2.28M	0.81%
Oct 19, 2020	283.73	289.70	289.90	283.50	2.43M	-1.37%
Oct 16, 2020	287.66	288.25	292.65	287.25	3.11M	0.04%
Oct 15, 2020	287.54	283.34	289.74	283.34	2.70M	0.16%
Oct 14, 2020	287.09	290.00	290.30	285.20	2.22M	-1.13%
Oct 13, 2020	290.36	285.89	290.76	285.89	2.70M	1.20%
Oct 12, 2020	286.91	287.27	288.27	286.10	2.41M	0.35%
Oct 09, 2020	285.92	285.47	287.28	284.09	2.24M	0.49%
Oct 08, 2020	284.52	283.75	284.95	281.21	2.26M	0.61%
Oct 07, 2020	282.79	280.99	283.95	280.00	3.42M	2.29%
Oct 06, 2020	276.47	282.76	282.98	275.77	2.99M	-2.00%
Oct 05, 2020	282.10	280.92	282.42	279.70	2.33M	1.00%
Oct 02, 2020	279.31	274.94	281.08	274.10	2.94M	0.61%
Oct 01, 2020	277.62	279.21	279.90	275.90	2.70M	-0.03%
Sep 30, 2020	277.71	273.01	279.88	272.52	4.78M	2.06%
Sep 29, 2020	272.11	273.17	273.79	271.22	2.05M	-0.08%
Sep 28, 2020	272.33	271.80	274.18	270.38	3.06M	1.41%
Sep 25, 2020	268.55	264.19	270.15	263.92	2.46M	1.07%
Sep 24, 2020	265.70	265.93	269.65	264.12	3.10M	-0.32%
Sep 23, 2020	266.55	275.38	276.54	264.79	4.47M	-2.47%
Sep 22, 2020	273.31	272.16	273.48	270.75	2.97M	0.35%
Sep 21, 2020	272.35	271.55	272.67	266.61	3.55M	-1.03%
Sep 18, 2020	275.19	278.41	279.83	270.81	6.07M	-1.70%
Sep 17, 2020	279.96	278.24	282.65	277.00	3.17M	-0.59%
Sep 16, 2020	281.63	286.26	286.50	280.75	3.38M	-1.38%
Sep 15, 2020	285.58	283.30	286.70	282.44	4.17M	1.76%
Sep 14, 2020	280.65	278.75	282.45	278.52	3.06M	1.56%
Sep 11, 2020	276.33	273.98	277.98	273.46	3.73M	1.33%
Sep 10, 2020	272.70	278.25	280.84	271.17	3.16M	-1.57%
Sep 09, 2020	277.04	272.50	279.73	271.88	4.75M	2.89%
Sep 08, 2020	269.26	267.51	271.00	262.93	5.24M	-0.15%
Sep 04, 2020	269.66	275.55	276.77	264.67	5.25M	-1.81%
Sep 03, 2020	274.63	286.63	286.97	272.17	5.38M	-4.38%
Sep 02, 2020	287.20	285.41	287.97	283.60	3.46M	0.44%
Sep 01, 2020	285.94	284.03	286.66	283.50	3.24M	0.32%
Aug 31, 2020	285.04	285.25	286.62	282.87	4.11M	-0.44%
Aug 28, 2020	286.29	288.31	288.83	284.77	3.10M	-0.81%
Aug 27, 2020	288.63	292.20	292.90	286.62	3.43M	-1.13%
Aug 26, 2020	291.93	287.36	292.12	286.30	4.00M	2.03%
Aug 25, 2020	286.13	287.20	287.39	283.92	2.85M	-0.22%
Aug 24, 2020	286.75	284.80	286.79	281.95	4.43M	1.24%
Aug 21, 2020	283.23	279.97	283.55	278.42	5.50M	0.91%
Aug 20, 2020	280.68	280.44	281.90	279.51	3.53M	-0.77%
Aug 19, 2020	282.86	287.25	287.88	281.93	4.99M	-0.75%
Aug 18, 2020	285.00	289.15	290.50	283.21	6.93M	-1.12%
Aug 17, 2020	288.24	284.49	289.18	283.63	5.58M	2.74%
Aug 14, 2020	280.55	281.14	282.00	279.19	2.49M	-0.39%
Aug 13, 2020	281.66	281.20	282.55	279.80	2.20M	0.03%
Aug 12, 2020	281.58	279.26	282.94	277.07	3.87M	2.42%
Aug 11, 2020	274.92	277.99	279.31	274.41	3.32M	0.07%
Aug 10, 2020	274.73	272.36	274.99	271.83	2.39M	1.14%
Aug 07, 2020	271.64	270.61	274.92	269.81	2.85M	0.84%
Aug 06, 2020	269.37	267.28	270.40	266.54	2.20M	0.71%
Aug 05, 2020	267.48	268.30	268.37	265.90	1.96M	-0.15%
Aug 04, 2020	267.87	266.79	267.87	263.93	2.22M	0.63%
Aug 03, 2020	266.18	266.58	268.58	265.71	2.36M	0.26%
Jul 31, 2020	265.49	265.00	267.17	260.61	3.64M	-0.31%
Jul 30, 2020	266.31	263.31	267.32	261.69	2.35M	0.62%
Jul 29, 2020	264.66	264.80	267.11	264.17	2.87M	-0.23%
Jul 28, 2020	265.28	268.46	269.00	264.80	2.23M	-0.80%
Jul 27, 2020	267.42	265.84	268.66	265.84	2.41M	0.80%
Jul 24, 2020	265.31	265.04	266.89	262.99	2.98M	0.57%
Jul 23, 2020	263.81	267.60	267.60	261.84	2.68M	-0.51%
Jul 22, 2020	265.17	262.55	265.59	262.39	2.75M	1.05%
Jul 21, 2020	262.42	261.43	263.87	260.83	2.44M	0.86%
Jul 20, 2020	260.17	259.04	261.20	258.02	2.45M	-0.08%
Jul 17, 2020	260.38	260.03	260.65	257.72	3.09M	0.89%
Jul 16, 2020	258.08	256.29	260.50	256.06	2.51M	0.11%
Jul 15, 2020	257.80	260.68	261.20	255.15	4.34M	0.00%
Jul 14, 2020	257.79	248.99	258.15	248.46	4.61M	3.27%
Jul 13, 2020	249.62	251.92	257.83	249.14	4.44M	-0.20%
Jul 10, 2020	250.11	248.29	250.33	246.63	2.75M	0.87%
Jul 09, 2020	247.96	249.76	250.33	246.35	2.99M	-0.49%
Jul 08, 2020	249.17	248.02	249.50	246.30	2.29M	0.74%
Jul 07, 2020	247.35	247.37	250.78	247.07	2.93M	-0.88%
Jul 06, 2020	249.55	250.26	251.39	247.04	3.13M	0.42%
Jul 02, 2020	248.50	251.94	252.30	247.92	3.37M	0.14%
Jul 01, 2020	248.15	249.65	250.33	246.93	3.68M	-0.94%
Jun 30, 2020	250.51	247.12	251.58	246.18	4.52M	1.78%
Jun 29, 2020	246.12	242.18	246.38	240.35	3.47M	2.12%
Jun 26, 2020	241.01	245.35	246.10	240.25	5.00M	-1.78%
Jun 25, 2020	245.38	244.52	246.15	242.20	2.94M	-0.30%
Jun 24, 2020	246.13	248.00	250.28	242.74	3.87M	-1.67%
Jun 23, 2020	250.31	252.45	253.43	250.14	3.11M	0.46%
Jun 22, 2020	249.16	245.99	250.05	245.56	3.82M	1.02%
Jun 19, 2020	246.65	252.89	253.77	246.52	11.11M	-1.03%
Jun 18, 2020	249.21	248.92	251.70	247.14	3.35M	-0.65%
Jun 17, 2020	250.85	251.82	254.57	250.14	4.23M	0.36%
Jun 16, 2020	249.95	249.15	251.61	243.00	5.30M	3.56%
Jun 15, 2020	241.36	237.34	242.21	234.34	6.25M	-0.45%
Jun 12, 2020	242.45	243.07	246.39	237.05	5.24M	1.24%
Jun 11, 2020	239.47	248.19	250.59	238.82	6.56M	-5.89%
Jun 10, 2020	254.45	257.53	259.19	254.27	3.59M	-0.90%
Jun 09, 2020	256.76	255.32	258.29	254.00	3.72M	-0.00%
Jun 08, 2020	256.77	253.50	256.79	252.28	3.81M	0.73%
Jun 05, 2020	254.90	252.34	255.85	250.38	5.05M	2.39%
Jun 04, 2020	248.95	249.32	252.15	247.47	4.76M	-0.82%
Jun 03, 2020	251.00	251.50	252.79	250.42	4.64M	-0.68%
Jun 02, 2020	252.71	248.68	252.71	247.01	5.30M	2.19%
Jun 01, 2020	247.29	249.36	249.67	245.87	3.41M	-0.48%
May 29, 2020	248.48	245.50	249.68	244.73	5.34M	1.36%
May 28, 2020	245.14	249.52	252.22	244.54	5.26M	-0.90%
May 27, 2020	247.36	243.53	247.37	240.83	4.66M	2.01%
May 26, 2020	242.48	247.71	247.98	242.11	4.54M	0.25%
May 22, 2020	241.88	240.70	242.34	238.65	3.04M	0.42%
May 21, 2020	240.88	238.20	241.17	235.79	4.77M	1.13%
May 20, 2020	238.19	242.04	242.15	235.01	7.53M	0.04%
May 19, 2020	238.10	240.52	242.38	237.81	9.39M	-2.95%
May 18, 2020	245.35	245.72	248.31	244.07	8.34M	2.52%
May 15, 2020	239.33	233.02	243.23	233.02	16.18M	2.07%
May 14, 2020	234.48	226.58	234.51	226.34	6.43M	1.90%
May 13, 2020	230.10	233.00	236.26	228.56	6.24M	-1.20%
May 12, 2020	232.90	238.57	239.25	232.90	4.40M	-1.55%
May 11, 2020	236.56	231.77	238.77	231.25	4.38M	0.91%
May 08, 2020	234.43	232.70	235.55	231.15	4.37M	2.17%
May 07, 2020	229.45	226.51	231.63	226.42	4.50M	2.47%
May 06, 2020	223.92	227.37	228.44	223.80	3.32M	-0.75%
May 05, 2020	225.61	224.94	228.85	223.61	4.66M	1.70%
May 04, 2020	221.84	216.68	222.66	215.21	4.09M	1.50%
May 01, 2020	218.57	216.77	219.70	215.77	3.82M	-0.57%
Apr 30, 2020	219.83	216.79	222.11	216.52	5.15M	-0.89%
Apr 29, 2020	221.81	221.34	224.17	219.82	4.38M	1.92%
Apr 28, 2020	217.63	223.99	224.22	216.91	5.08M	-0.06%
Apr 27, 2020	217.76	215.04	220.94	214.01	5.47M	2.63%
Apr 24, 2020	212.18	204.73	212.93	203.85	5.03M	4.87%
Apr 23, 2020	202.32	203.32	206.97	202.19	3.57M	-0.91%
Apr 22, 2020	204.17	201.89	205.71	201.14	4.07M	1.77%
Apr 21, 2020	200.61	200.75	204.34	199.51	4.84M	-2.64%
Apr 20, 2020	206.05	206.13	211.03	205.36	4.75M	-1.61%
Apr 17, 2020	209.42	207.17	210.25	206.16	6.72M	4.79%
Apr 16, 2020	199.85	199.12	202.21	196.82	7.26M	0.69%
Apr 15, 2020	198.48	198.67	202.24	196.61	5.69M	-4.19%
Apr 14, 2020	207.17	201.88	209.73	200.13	5.66M	4.22%
Apr 13, 2020	198.79	200.45	200.45	195.37	4.42M	-1.36%
Apr 09, 2020	201.53	199.80	205.99	196.50	7.13M	3.44%
Apr 08, 2020	194.82	194.21	196.77	191.54	6.09M	1.32%
Apr 07, 2020	192.29	202.92	204.11	191.85	6.44M	0.50%
Apr 06, 2020	191.33	188.00	192.41	185.13	7.45M	7.07%
Apr 03, 2020	178.70	179.56	181.35	174.94	7.30M	-1.44%
Apr 02, 2020	181.31	174.95	182.72	174.00	6.35M	1.50%
Apr 01, 2020	178.63	175.91	182.76	175.00	7.86M	-4.33%
Mar 31, 2020	186.71	194.80	195.49	185.45	7.34M	-4.79%
Mar 30, 2020	196.10	190.57	198.20	187.61	6.94M	2.91%
Mar 27, 2020	190.55	188.99	196.27	186.65	7.12M	-2.39%
Mar 26, 2020	195.21	183.02	198.08	183.02	10.17M	7.40%
Mar 25, 2020	181.76	185.00	191.45	180.18	11.50M	-1.60%
Mar 24, 2020	184.72	173.02	185.48	173.01	14.68M	13.75%
Mar 23, 2020	162.39	150.06	164.93	146.34	12.24M	6.73%
Mar 20, 2020	152.15	162.78	170.22	151.81	12.60M	-5.57%
Mar 19, 2020	161.13	153.33	162.89	142.14	13.50M	3.53%
Mar 18, 2020	155.63	159.80	162.13	140.65	14.68M	-10.37%
Mar 17, 2020	173.64	168.21	174.78	155.30	16.23M	5.26%
Mar 16, 2020	164.96	181.97	186.10	163.11	12.54M	-19.79%
Mar 13, 2020	205.67	200.45	205.82	190.00	10.29M	7.91%
Mar 12, 2020	190.59	195.41	206.58	184.84	10.93M	-10.47%
Mar 11, 2020 	212.89	217.30	219.15	210.50	7.26M	-5.68%
Mar 10, 2020	225.70	217.21	225.83	211.00	7.21M	7.24%
Mar 09, 2020	210.46	213.87	216.18	207.25	10.12M	-7.90%
Mar 06, 2020	228.51	227.57	230.29	222.25	7.40M	-2.68%
Mar 05, 2020	234.81	236.60	239.61	233.15	6.47M	-2.60%
Mar 04, 2020	241.08	233.01	241.32	231.80	6.77M	5.76%
Mar 03, 2020	227.94	230.03	235.82	225.57	8.43M	-0.87%
Mar 02, 2020	229.94	219.98	230.00	218.49	7.15M	5.55%
Feb 28, 2020	217.84	218.63	221.06	212.33	11.81M	-3.07%
Feb 27, 2020	224.73	231.07	234.82	224.57	7.61M	-4.48%
Feb 26, 2020	235.28	239.10	241.04	234.32	6.97M	-0.88%
Feb 25, 2020 	237.38	246.10	246.97	236.48	8.06M	-0.97%
Feb 24, 2020	239.70	238.48	243.11	237.70	5.35M	-2.30%
Feb 21, 2020	245.34	246.50	247.36	244.00	3.88M	-0.68%
Feb 20, 2020	247.02	243.69	247.12	242.15	3.70M	1.39%
Feb 19, 2020	243.64	244.91	245.50	243.01	2.71M	-0.12%
Feb 18, 2020	243.94	244.84	246.11	243.16	2.89M	-0.44%
Feb 14, 2020	245.03	243.44	245.20	242.63	2.84M	1.10%
Feb 13, 2020	242.36	240.97	243.60	240.40	2.47M	0.32%
Feb 12, 2020	241.59	242.13	242.30	238.84	3.59M	-0.02%
Feb 11, 2020	241.64	240.61	242.45	240.20	2.69M	0.43%
Feb 10, 2020	240.61	236.60	240.61	236.18	2.57M	1.39%
Feb 07, 2020	237.30	238.84	239.53	236.52	2.46M	-0.64%
Feb 06, 2020	238.84	238.00	239.41	237.48	3.93M	0.31%
Feb 05, 2020	238.11	237.10	238.32	235.86	3.87M	1.32%
Feb 04, 2020	235.00	234.03	236.36	234.03	3.51M	1.49%
Feb 03, 2020	231.54	230.30	233.53	229.35	5.10M	1.51%
Jan 31, 2020	228.10	232.96	233.23	227.89	5.30M	-2.01%
Jan 30, 2020	232.79	232.00	233.29	231.57	4.69M	-0.53%
Jan 29, 2020	234.02	234.90	235.88	233.40	2.56M	0.07%
Jan 28, 2020	233.86	231.82	235.25	231.35	3.62M	1.15%
Jan 27, 2020	231.19	228.20	232.47	228.20	3.60M	-0.35%
Jan 24, 2020	232.00	234.46	235.43	230.56	4.47M	-0.71%
Jan 23, 2020	233.65	232.13	234.82	230.64	4.62M	0.32%
Jan 22, 2020	232.90	233.79	236.53	232.88	4.03M	-0.02%
Jan 21, 2020	232.95	231.53	233.66	231.06	4.87M	0.45%
Jan 17, 2020	231.91	229.61	232.60	228.91	7.98M	1.35%
Jan 16, 2020	228.82	225.93	228.86	225.40	5.39M	1.88%
Jan 15, 2020	224.59	222.28	224.98	222.13	3.44M	0.80%
Jan 14, 2020	222.81	222.48	224.95	222.31	3.92M	-0.24%
Jan 13, 2020	223.34	224.50	224.51	222.68	6.06M	-0.39%
Jan 10, 2020	224.22	224.75	225.49	223.03	4.23M	-0.43%
Jan 09, 2020	225.19	222.64	225.55	221.85	4.84M	1.53%
Jan 08, 2020	221.79	218.80	222.97	218.66	4.92M	1.50%
Jan 07, 2020	218.52	219.50	220.56	216.90	5.70M	-0.65%
Jan 06, 2020	219.96	216.49	220.00	216.40	5.68M	0.47%
Jan 03, 2020	218.93	217.14	219.68	216.75	3.43M	-0.33%
Jan 02, 2020	219.66	219.08	219.76	217.84	3.94M	0.59%
Dec 31, 2019	218.38	217.10	218.51	216.44	3.79M	0.49%
Dec 30, 2019	217.31	220.37	220.49	216.55	3.95M	-1.21%
Dec 27, 2019	219.97	221.20	221.79	219.78	3.08M	-0.38%
Dec 26, 2019	220.82	220.74	221.15	219.59	2.65M	0.07%
Dec 24, 2019	220.67	219.50	221.04	219.22	2.26M	0.67%
Dec 23, 2019	219.21	222.00	222.00	219.14	3.95M	-0.90%
Dec 20, 2019	221.19	220.59	221.57	219.80	7.78M	0.44%
Dec 19, 2019	220.22	218.48	220.77	218.28	5.77M	1.02%
Dec 18, 2019	218.00	218.21	219.59	217.64	6.68M	0.13%
Dec 17, 2019	217.72	216.02	219.45	215.87	7.58M	1.02%
Dec 16, 2019	215.53	214.43	216.72	214.30	5.85M	0.68%
Dec 13, 2019	214.08	212.12	214.23	210.67	6.87M	0.96%
Dec 12, 2019	212.04	212.50	214.13	210.73	9.92M	0.02%
Dec 11, 2019	212.00	211.03	213.65	210.61	8.29M	-1.81%
Dec 10, 2019	215.90	216.52	216.69	215.10	4.66M	-0.29%
Dec 09, 2019	216.53	214.29	217.88	214.18	5.15M	1.05%
Dec 06, 2019	214.28	214.21	215.36	213.90	4.19M	0.60%
Dec 05, 2019	213.00	214.36	214.50	211.77	4.58M	-0.51%
Dec 04, 2019 	214.10	213.50	214.96	213.19	4.26M	0.05%
Dec 03, 2019	214.00	216.45	216.45	212.93	6.73M	-1.66%
Dec 02, 2019	217.62	220.90	221.19	217.46	4.43M	-1.31%
Nov 29, 2019	220.51	223.30	223.33	220.29	2.95M	-1.12%
Nov 27, 2019	223.00	221.68	223.45	220.66	6.69M	1.01%
Nov 26, 2019	220.76	218.76	220.96	218.39	9.99M	1.08%
Nov 25, 2019	218.40	218.00	218.53	216.88	8.87M	0.17%
Nov 22, 2019	218.03	218.50	219.13	217.81	5.79M	-0.23%
Nov 21, 2019	218.54	221.94	222.31	218.50	7.82M	-1.07%
Nov 20, 2019	220.90	224.55	225.00	220.57	10.23M	-2.20%
Nov 19, 2019 	225.86	230.60	233.12	225.40	14.98M	-5.44%
Nov 18, 2019	238.85	238.44	239.31	236.76	5.77M	0.66%
Nov 15, 2019	237.29	237.69	238.05	236.36	3.53M	0.31%
Nov 14, 2019	236.55	235.00	236.94	234.04	2.28M	0.75%
Nov 13, 2019	234.80	232.09	234.90	230.85	2.63M	0.72%
Nov 12, 2019	233.12	232.15	234.63	232.00	2.99M	0.57%
Nov 11, 2019	231.80	230.50	232.28	230.18	2.31M	-0.45%
Nov 08, 2019	232.84	232.80	233.26	231.63	2.09M	-0.04%
Nov 07, 2019	232.94	234.00	235.79	231.76	2.83M	-0.46%
Nov 06, 2019	234.01	232.83	234.04	231.89	2.63M	0.78%
Nov 05, 2019	232.20	234.74	234.92	230.27	3.62M	-1.16%
Nov 04, 2019	234.92	238.27	238.39	233.88	2.54M	-1.02%
Nov 01, 2019	237.34	236.07	237.44	235.06	2.20M	1.18%
Oct 31, 2019	234.58	236.86	237.39	233.22	2.82M	-0.70%
Oct 30, 2019	236.24	233.51	236.60	232.88	1.96M	0.90%
Oct 29, 2019	234.14	236.84	237.50	233.92	2.56M	-1.12%
Oct 28, 2019	236.80	234.95	236.96	234.56	2.71M	1.03%
Oct 25, 2019	234.38	233.49	235.42	232.55	2.21M	0.21%
Oct 24, 2019	233.89	234.81	236.37	233.07	2.18M	-0.33%
Oct 23, 2019	234.67	236.66	237.41	234.36	2.14M	-1.07%
Oct 22, 2019	237.20	237.30	238.30	236.52	2.02M	0.21%
Oct 21, 2019	236.70	238.26	238.99	235.61	2.08M	-0.52%
Oct 18, 2019	237.93	236.99	238.73	235.64	3.66M	0.49%
Oct 17, 2019	236.77	236.36	238.17	235.51	2.30M	0.37%
Oct 16, 2019	235.90	235.42	236.17	233.84	2.39M	0.12%
Oct 15, 2019	235.62	234.69	236.86	234.60	2.67M	0.61%
Oct 14, 2019	234.18	234.22	235.49	234.06	2.54M	-0.20%
Oct 11, 2019	234.66	234.32	236.70	233.76	3.48M	1.32%
Oct 10, 2019	231.61	229.34	232.24	229.08	3.05M	1.17%
Oct 09, 2019	228.94	228.50	229.56	226.61	2.68M	1.00%
Oct 08, 2019	226.67	225.36	228.78	225.10	3.57M	-0.03%
Oct 07, 2019	226.74	227.51	228.13	226.05	2.97M	-0.52%
Oct 04, 2019	227.93	227.17	229.21	227.02	3.19M	0.49%
